,Date,Site,Treatment,Species,Reporting_units,Mean_flux,sd,se,Crop
178,5/1/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.601264321,0.287830346,0.117506247,Iceberg
179,5/7/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.708736273,2.00351874,0.8179331,Iceberg
180,5/8/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.146313707,0.240166641,0.138660275,Iceberg
181,5/9/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,0.966707025,0.198619183,0.114672839,Iceberg
182,5/10/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.603309523,0.646569074,0.263960719,Iceberg
183,5/11/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.8340745,0.551948297,0.318667498,Iceberg
184,5/14/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,0.932511404,0.249647569,0.101918193,Iceberg
185,5/17/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.08867692,NA,NA,Iceberg
186,5/18/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,2.456421091,0.91398877,0.527691663,Iceberg
187,5/20/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.147951482,0.602958328,0.348118153,Iceberg
188,5/21/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,0.851929626,0.30154062,0.213221417,Iceberg
189,5/23/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,1.151872462,0.653198213,0.377124164,Iceberg
190,5/24/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,0.889178932,0.523455785,0.261727892,Iceberg
191,5/25/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,0.153992842,0.069582791,0.03111837,Iceberg
192,5/26/2024,HF,Cover Crop + GS N,N2O,mg N2O-N m^-2 d^-1,0.369806462,0.227717739,0.131472898,Iceberg
193,3/27/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.356885292,0.619209684,0.252791295,Iceberg
194,4/3/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.159741854,0.380744874,0.155438444,Iceberg
195,4/6/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.212702123,0.316879004,0.129365312,Iceberg
196,4/11/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.73675852,0.361184606,0.161526666,Iceberg
197,4/15/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.097954009,0.241553178,0.139460793,Iceberg
198,4/17/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.586087152,0.339505313,0.151831392,Iceberg
199,4/25/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.928896056,2.126058664,0.867959815,Iceberg
200,4/26/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.855918346,1.142031342,0.659352103,Iceberg
201,4/29/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.636190795,1.897288332,0.717107585,Iceberg
202,5/1/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.763624597,1.824381329,0.744800559,Iceberg
203,5/7/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.0371085,1.273979228,0.520099842,Iceberg
204,5/8/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.753325445,0.794056152,0.458448533,Iceberg
205,5/9/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.591647707,1.50747074,0.870338637,Iceberg
206,5/10/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,3.256927337,1.228117592,0.549230884,Iceberg
207,5/11/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,3.947659581,1.24974652,0.721541489,Iceberg
208,5/14/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,3.428234894,0.805477365,0.360220428,Iceberg
209,5/18/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.056697279,0.795786597,0.562706099,Iceberg
210,5/20/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,3.904607851,0.513846748,0.296669558,Iceberg
211,5/21/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,3.663416468,0.943802953,0.544904889,Iceberg
212,5/23/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,4.818898463,3.34742475,1.932636581,Iceberg
213,5/24/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.495641161,0.860888756,0.430444378,Iceberg
214,5/25/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,1.40205225,0.612509614,0.250056003,Iceberg
215,5/26/2024,HF,CPS N + Compost,CO2,g CO2-C m^-2 d^-1,2.3290792,1.727449932,0.997343683,Iceberg
216,3/27/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.647296445,0.690895727,0.282057,Iceberg
217,4/3/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.427237518,0.371182439,0.151534596,Iceberg
218,4/6/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.270261181,0.252016224,0.102885193,Iceberg
219,4/11/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.299757275,0.273360781,0.111599072,Iceberg
220,4/15/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.146754359,0.110902568,0.064029628,Iceberg
221,4/17/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.282731671,0.155370185,0.069483659,Iceberg
222,4/25/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,6.665415167,6.141168682,2.507121616,Iceberg
223,4/26/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.608492169,1.756659154,1.014207635,Iceberg
224,4/29/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.068987509,1.349550877,0.510082286,Iceberg
225,5/1/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.162921395,0.637131811,0.260107973,Iceberg
226,5/7/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.78487266,0.542607645,0.221518644,Iceberg
227,5/8/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.043093516,0.662599583,0.382552048,Iceberg
228,5/9/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.786430711,0.356091215,0.205589359,Iceberg
229,5/10/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.093396618,0.457349859,0.204533075,Iceberg
230,5/11/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.905350956,0.56661654,0.327136212,Iceberg
231,5/14/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.592685106,0.424042486,0.17311462,Iceberg
232,5/18/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.796228172,1.239536863,0.715646941,Iceberg
233,5/20/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.213672263,0.83748043,0.483519551,Iceberg
234,5/21/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.734949702,0.391563345,0.226069203,Iceberg
235,5/23/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.973016091,0.627941121,0.362541975,Iceberg
236,5/24/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.678250804,0.621694131,0.310847066,Iceberg
237,5/25/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.358434815,0.319302968,0.130354891,Iceberg
238,5/26/2024,HF,CPS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.657611203,0.560601236,0.323663274,Iceberg
239,3/27/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.103227379,0.697892241,0.284913315,Iceberg
240,4/3/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.114922534,0.25032003,0.102192724,Iceberg
241,4/6/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.105977349,0.16203002,0.066148479,Iceberg
242,4/11/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.360585471,0.443554243,0.198363488,Iceberg
243,4/15/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,0.824136568,0.148150401,0.085534674,Iceberg
244,4/17/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.371176487,0.329805687,0.134642608,Iceberg
245,4/25/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.769039789,0.848740562,0.346496883,Iceberg
246,4/26/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,5.489752749,2.544121776,1.468849392,Iceberg
247,4/29/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,4.337442732,1.80066496,0.735118392,Iceberg
248,5/1/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,5.014798361,2.327212688,0.950080601,Iceberg
249,5/7/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.479322944,0.785764121,0.320786859,Iceberg
250,5/8/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.543078742,0.186249931,0.107531448,Iceberg
251,5/9/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,1.822237269,0.606059458,0.349908591,Iceberg
252,5/10/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,3.531592598,0.535667588,0.218685377,Iceberg
253,5/11/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.928982533,3.225977245,2.281110386,Iceberg
254,5/14/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.660588933,0.655995008,0.26780884,Iceberg
255,5/17/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,3.468957278,0.087232006,0.061682343,Iceberg
256,5/18/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.977553228,0.542427005,0.313170377,Iceberg
257,5/20/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.759018829,0.964785313,0.55701906,Iceberg
258,5/23/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,4.747753456,2.395955294,1.071503782,Iceberg
259,5/24/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.19454341,0.550071355,0.22456569,Iceberg
260,5/25/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,0.84435663,0.304226824,0.124200081,Iceberg
261,5/26/2024,HF,CPS N,CO2,g CO2-C m^-2 d^-1,2.741055819,0.244786158,0.141327354,Iceberg
262,3/27/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.464882149,0.48639322,0.1985692,Iceberg
263,4/3/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.277074489,0.114170722,0.046610002,Iceberg
264,4/6/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.252532061,0.126470924,0.051631538,Iceberg
265,4/11/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.30712323,0.189173256,0.077229659,Iceberg
266,4/15/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.202817912,0.122324805,0.070624259,Iceberg
267,4/17/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.23872392,0.072425703,0.02956767,Iceberg
268,4/25/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,3.89149558,2.151222435,0.878232882,Iceberg
269,4/26/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,5.84128335,0.874120861,0.504673914,Iceberg
270,4/29/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,2.921589649,0.723850336,0.295510662,Iceberg
271,5/1/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,1.721556101,0.841078797,0.343368981,Iceberg
272,5/7/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,1.121658329,0.571872584,0.233466005,Iceberg
273,5/8/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,1.40120965,0.320533508,0.185060107,Iceberg
274,5/9/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.608260109,0.292728139,0.16900667,Iceberg
275,5/10/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,1.130908129,0.517855983,0.21141382,Iceberg
276,5/11/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.769976312,0.922455182,0.652274315,Iceberg
277,5/14/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.743154714,0.377869452,0.154264558,Iceberg
278,5/17/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,1.168536625,0.234896703,0.166097051,Iceberg
279,5/18/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,3.19356525,1.441734813,0.832385983,Iceberg
280,5/20/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.859493244,0.554874279,0.320356814,Iceberg
281,5/23/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,1.185026522,0.743839107,0.332654962,Iceberg
282,5/24/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.818855437,0.448164387,0.182962345,Iceberg
283,5/25/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.191825454,0.075267865,0.030727977,Iceberg
284,5/26/2024,HF,CPS N,N2O,mg N2O-N m^-2 d^-1,0.409621347,0.244327898,0.141062778,Iceberg
285,3/27/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.817946278,1.108810759,0.452670097,Iceberg
286,4/3/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.597690987,0.464433799,0.189604305,Iceberg
287,4/6/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.472176481,0.346107389,0.14129775,Iceberg
288,4/11/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,2.348261537,1.100756738,0.449382057,Iceberg
289,4/15/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,0.959573449,0.933136953,0.538746871,Iceberg
290,4/17/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.931200069,0.623228059,0.31161403,Iceberg
291,4/25/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.752362091,0.288279711,0.117689699,Iceberg
292,4/26/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.851971534,0.364196745,0.210269089,Iceberg
293,4/29/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,2.39578413,1.573958341,0.642565802,Iceberg
294,5/1/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,3.758025809,1.70848933,0.697487848,Iceberg
295,5/7/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.274988076,0.669015174,0.273124301,Iceberg
296,5/8/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,2.056801051,0.621517405,0.358833241,Iceberg
297,5/9/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,3.37550327,1.301244585,0.751273912,Iceberg
298,5/10/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,4.383534994,2.334944778,0.953237214,Iceberg
299,5/11/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,5.287776974,6.51752198,3.76289307,Iceberg
300,5/14/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,2.843636959,0.525288205,0.234916027,Iceberg
301,5/17/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,4.074386494,0.901524586,0.637474148,Iceberg
302,5/18/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,2.989455927,1.471267251,0.849436544,Iceberg
303,5/20/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,2.785314768,0.686809308,0.396529539,Iceberg
304,5/21/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,3.873483035,1.627601891,1.150888335,Iceberg
305,5/23/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,3.547120761,1.241261328,0.555108941,Iceberg
306,5/24/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.271570503,0.664920778,0.332460389,Iceberg
307,5/25/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.055182465,0.207242246,0.119651367,Iceberg
308,5/26/2024,HF,GS N + Compost,CO2,g CO2-C m^-2 d^-1,1.951414942,1.316808518,0.931124233,Iceberg
309,3/27/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.320665132,0.08324636,0.033985184,Iceberg
310,4/3/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.265230871,0.090813109,0.037074297,Iceberg
311,4/6/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.212656667,0.066429637,0.027119786,Iceberg
312,4/11/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.301237727,0.165090429,0.067397885,Iceberg
313,4/15/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.114749161,0.129231333,0.074611745,Iceberg
314,4/17/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.285208908,0.120899735,0.060449868,Iceberg
315,4/25/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,4.468343479,2.249681212,0.918428509,Iceberg
316,4/26/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,3.455738403,1.814784656,1.047766409,Iceberg
317,4/29/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.268355259,1.18546475,0.483963957,Iceberg
318,5/1/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.692898112,0.901925144,0.368209398,Iceberg
319,5/7/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.778503086,1.782495925,0.727700914,Iceberg
320,5/8/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.593961954,3.046479204,1.758885588,Iceberg
321,5/9/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.209173478,0.44953958,0.259541798,Iceberg
322,5/10/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.383891036,0.848842914,0.346538669,Iceberg
323,5/11/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,2.841040142,2.102258992,1.213739795,Iceberg
324,5/14/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,4.533632629,6.426924182,2.62378081,Iceberg
325,5/17/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.441202028,0.031353789,0.022170477,Iceberg
326,5/18/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,6.528197018,3.357843994,1.938652134,Iceberg
327,5/20/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.490609598,0.308766375,0.17826635,Iceberg
328,5/21/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.794961518,0.451172814,0.319027356,Iceberg
329,5/23/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.248376966,0.400184105,0.178967772,Iceberg
330,5/24/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,1.112045475,0.839062627,0.419531313,Iceberg
331,5/25/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.332081153,0.12334338,0.071212333,Iceberg
332,5/26/2024,HF,GS N + Compost,N2O,mg N2O-N m^-2 d^-1,0.25667894,0.123943309,0.087641154,Iceberg
333,3/27/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.237664585,0.926646094,0.378301684,Iceberg
334,4/3/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.281103485,0.295541236,0.111704087,Iceberg
335,4/6/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.276222968,0.273314745,0.111580277,Iceberg
336,4/11/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.604000351,0.908176666,0.370761572,Iceberg
337,4/15/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.090544656,0.670093586,0.386878712,Iceberg
338,4/17/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.208262046,0.296370982,0.132541132,Iceberg
339,4/25/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.85841208,1.21732186,0.496969568,Iceberg
340,4/26/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,3.391269764,2.982335251,1.72185206,Iceberg
341,4/29/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,4.879305789,3.413317828,1.526482138,Iceberg
342,5/1/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.569537258,0.90458851,0.369296713,Iceberg
343,5/7/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.746087317,1.247821438,0.509420969,Iceberg
344,5/8/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.046980718,1.601933164,0.924876544,Iceberg
345,5/9/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.505772547,0.402688581,0.23249236,Iceberg
346,5/10/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,4.083532306,1.611039212,0.657704004,Iceberg
347,5/11/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,4.838930005,1.517372085,0.876055182,Iceberg
348,5/14/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.944653903,1.300548047,0.530946517,Iceberg
349,5/18/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,0.854908558,0.118388391,0.083713234,Iceberg
350,5/20/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,3.534894291,1.072071054,0.618960511,Iceberg
351,5/21/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,4.749701265,0.215357684,0.152280879,Iceberg
352,5/23/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,4.128412506,3.038249483,1.358746475,Iceberg
353,5/24/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.048366945,0.622307975,0.311153987,Iceberg
354,5/25/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,1.60266947,0.461173434,0.230586717,Iceberg
355,5/26/2024,HF,GS N,CO2,g CO2-C m^-2 d^-1,2.464123475,2.048579972,1.44856479,Iceberg
356,3/27/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.344231348,0.254991991,0.104100044,Iceberg
357,4/3/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.528312234,0.497430748,0.18801115,Iceberg
358,4/6/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.391170153,0.395783864,0.161578086,Iceberg
359,4/11/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.261382502,0.11859647,0.048416806,Iceberg
360,4/15/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.241882487,0.190526446,0.110000495,Iceberg
361,4/17/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.220436503,0.078175442,0.03496112,Iceberg
362,4/25/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,5.141227139,2.580293864,1.053400559,Iceberg
363,4/26/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,6.153622451,5.596174017,3.230952575,Iceberg
364,4/29/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,3.482008966,2.000089584,0.894467254,Iceberg
365,5/1/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.610058287,0.710314768,0.28998479,Iceberg
366,5/7/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.595636989,1.151114955,0.469940713,Iceberg
367,5/8/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.197697902,0.774883199,0.447379024,Iceberg
368,5/9/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.983012169,0.091117088,0.052606475,Iceberg
369,5/10/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.573825532,0.876438706,0.357804603,Iceberg
370,5/11/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,2.320776174,1.431734846,0.826612499,Iceberg
371,5/14/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,3.17327055,3.999240331,1.632683028,Iceberg
372,5/18/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,2.193981699,3.367714854,1.944351077,Iceberg
373,5/20/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.64530273,0.543335175,0.31369471,Iceberg
374,5/21/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.429753736,0.414924274,0.293395768,Iceberg
375,5/23/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,1.278965448,1.023058297,0.457525579,Iceberg
376,5/24/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.706012308,0.378902159,0.189451079,Iceberg
377,5/25/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.396617975,0.123841816,0.061920908,Iceberg
378,5/26/2024,HF,GS N,N2O,mg N2O-N m^-2 d^-1,0.658918197,0.810782979,0.573310143,Iceberg
